1 4568881
2 2583159
3 1649307
4 1185175
5 966821
6 806625
7 834000
8 768854
9 685332
10 774485
11 749938
12 591000
13 534730
14 575453
15 587387
16 553754
17 520343
18 514003
19 480817
20 464753
21 481960
22 528467
23 509064
24 441491
25 410310
26 426447
27 416740
28 493916
29 505737
30 497855
